Column1,Column2,Column3
萨埵十二惡皆空,男,难道我前前前前前前世就没救过小动物吗[酸了]，这么久了怎么还不来报恩[热词系列_锤]
啊呜三大口,保密,佳作中的佳作
沧梦妖心,保密,这是？
小泓爱唱跳,男,这个字幕能调大点吗，我在给我奶奶看，但她有点看不清字幕
BulaChiang,保密,太美了，从头到尾就是一个美字
猪突猛进123,保密,水漫金山在石头上定格动作时间太短了[大哭]帅的有点看不够
御坂9993号,保密,"把戏曲搬上大荧幕，利用特效打造超一流的视觉听觉盛宴，舞台上短短几步不在是幻想的代表，而是荧屏里的千山万水。几句独白不在是无力的默念，而是唯美动人的画面。
这部白蛇传一改所有版本的人设和台词剧本，一言一行暗含道理，一字一句关乎逻辑，妖怪和得道者不在是苍白冰冷的代表，凡人也能在仙佛面前有自己的一席之地。
不仅真正的发扬创新了传统戏剧文化，更是把一个普通的爱情故事升华，整体水墨风的特效别具一格，每一帧都是壁纸，无论演员功底还是服化道，都达到了国产电影的巅峰水准。
这部白蛇传堪称新世纪的经典，文化瑰宝。[热词系列_三连]"
邵思逢,男,之前好像是单独购买的6块钱
配音的banana,男,艺术啊，这就是艺术啊
kuailelibl,保密,好剧好电影
北方游侠x,男,纯路人，只听过几段京剧，但看到这样的表现形式很开心，感觉非常棒！还是艺术工作者们严谨，细致，有想法，有诚意，相较于娱乐向的影视剧作品来说，好的不是一星半点，值得认真看，反复看，希望这样的作品越来越多，把更多的戏剧带入大家的视野中，特别是带给年轻人，特别是下一代！真正的与时俱进，传承下去！
流星之绊1993,保密,留个名，很好看，我想起了一个姑娘
噫噫噫噫咦弋,保密,好看好看，跟我妈看到了十一点[打call]
otlzzqq,保密,100分
凌星月,保密,所以就是角度不同心也不同，纣王知道妲己是妖就算她祸国殃民依旧给她万千宠爱，许仙知道了白素贞是妖纵使白素贞一片真心他还是马不停蹄的去出家
野生宁崽,保密,白蛇传为什么是中国四大民间传说故事之一，就在于仅仅一个一人一妖的相恋故事，故事涵盖范围却包含了反抗封建礼教、缘起缘灭的宗教探讨，众生与私己的价值取舍，人情与法制的对立统一，而且探讨的淋漓尽致
梅諒医酆凢,女,好看
把美梦捕捉,女,"我真的可喜欢白蛇传吧 从小就对白蛇传印象深刻 我还迷迷糊糊记得小时候白蛇喝下雄黄酒露出原型摇着蛇尾巴的样子 真的印象深刻 不过那时候还不懂什么白蛇传里所说的爱 现在呢稍有一些自己微薄的体会
先说白蛇吧 我觉得白蛇是一直被歌颂的最深情的角色 事实上确实是这样 没有人能比白蛇更理解所谓的爱 她轮世千年 与许仙续缘 不知结果如何却能够赴汤蹈火 真的可敬 她不吝啬千年修行只为与许仙再论前世因果 再看西湖畔水  冥冥之中定下的缘分使她不惜喝下雄黄酒 她甘愿取灵草救许仙 甘愿自损未来被雷峰塔镇压  即使面对许仙对爱情的懦弱她也能够磊落坦然的接受 她不怪罪许仙 只笑着哭着说这是自己命里的劫 呜呜呜我的白蛇姐姐 她寻求爱 光明且大义
然后说青蛇 我觉得青蛇的角色刻画的很棒很巧妙 青蛇只有百年修行灵窍未开 我以前看的时候总觉得青蛇做事太过鲁莽太过轻浮 但现在想想她作为一个小妖精 能懂什么世贤圣理呢 她只不过从她的角度去真心实意为自己的姐姐考虑 即使水漫金山前途未卜也甘愿前仆后继 她不懂人间清欢 却清晰的了解她与姐姐的情谊(有时候觉得我就是青蛇hh)
再说许仙 以前觉得许仙可软弱可没担当 而且看影视弹幕评论也都是这样评价他的 但我如今却觉得 许仙是我们每个人切切实实的青春刻画 他与白蛇的相遇只是在他这个世界里的机缘巧合 你让一个凡人一微芥子去理解白蛇的缘吗 怎么会懂啊 你若遇见妖你心里不会胆怯不会害怕吗 他在法海劝说下去做和尚 这正是以他的方式去了结因缘去填补自己的内心 他做的是不完美可最终不也成全了和白蛇的相爱吗 我觉得大家评价不要对他太过片面刻板 轻点批评他
最后说法海 法海代表的是守护人间秩序的佛祖 他不能全部说成正义也不能全部说成邪恶 他就像阴阳二面去安定人与妖的界限 都说法海不懂爱 他确实不懂 他只是去完成他自己应尽的职责 不过他拆除白蛇许仙的手段确实太过冷血(当然这是从个人的角度里看的)  他以他的方式去维护人间 毕竟人妖殊途天理难为嘛 有些版本里刻画当他遇见这段与世俗欺诈伪善不同的爱时  他也会动容去放下自己的成见 去成就这一世白蛇许仙的爱恋
(???ε???)就写到这了 期待我以后能从青蛇成长为白蛇"
qq22qq2q,保密,青年艺术家，名不虚传
sarah丶Ang,男,@Amby安心 看这个
天山罗老侠,男,我就是为这部片子充的大会员
耍氓的小妖,保密,比起那是三天的速成片，这个片真的不要太好，文化蕴含，历史，科技，演技，全部都有，真的是太震撼了
耍氓的小妖,保密,真的超级好看
屠龙者难离渊,保密,戏精
喜黑仔窝,保密,封顶的艺术佳作，即是传统粤曲传承与创新更是与电影的完美结合。这样的结合让电影的每个镜头都是一幅画。真佩服电影创作者。期待下一部佳作
目标是发动地鸣,男,白嫖大会员再来重温，4k+杜比真的无敌，眼睛耳朵都怀孕了[脱单doge]
账号已注销,保密,[给心心]喜欢小青
最高宇宙,保密,这里的特效看起来，不知道为什么，我居然觉得比那些所谓的玄幻剧好多了
我的已梦想成真,保密,疫情结束了，能不能重映呀
为了夜兔一族,保密,好剧，值得细细欣赏
一生一念一念一生,保密,牛[给心心][给心心][给心心]
sherrywax,保密,全片最可惜的就是用了枯山水……
Ipanema7,保密,巡演！巡演！喜大普奔，2023年10月29日，上海天蟾逸夫舞台，广东粤剧院来巡演《白蛇传     情》了，可以买票啦家人们??????????
有活力的的桂鱼松鼠,保密,许仙劝酒那段第一次看的时候感觉好尬，但再看总是忍不住要多看两眼，感觉这段是全片最欢乐的，第一遍跳着看等第n次看，感觉这段好有戏的，根本不敢眨眼
有活力的的桂鱼松鼠,保密,东北人听不懂粤语，第一遍看电影的时候，有时候要死死的盯着字幕，但真的很好看，身段唱腔，特效化妆都很棒，刚开始看不下粤曲唱腔想跳过，但剧情好精彩，不想破坏剧情连贯性，就想忍忍就过去了，但越看越好看
就如当年相笑时,保密,彩！
祯礼在呢,男,好听！
淡盐水,保密,不是粤语版吗，怎么说话还是国语
翊杉,保密,难怪粤语歌好听，原来打根上粤剧就这么好听
车前子L,保密,上个世纪也有很多好的戏剧电影，我是安徽人，记得小时候就看过黄梅戏电影天仙配、龙女，还有其他的歌舞电影如刘三姐，阿诗玛，只是戏剧没落了，这些也就没了传承
2013小小虫,保密,"不落俗，不媚世。
多情生，无情止。"
糙米水,保密,牛逼啊，这么好的东西我怎么今天才看到[大哭]
摸鱼的数字君,保密,白娘子和小青的衣服真的好看
枫影月夜,保密,可惜特效不是咱们国人做的。
枫影月夜,保密,画面牛逼画面牛逼。
虎虎虎猪猪猪,保密,我在电影院看的[星星眼]，来小破站又看一次
青木白玹,保密,石砌的塔有点尴尬
白玄雲,保密,超震撼[大哭][大哭][大哭]
ssjxzl,保密,真的太棒了。。。
曾院长请收我为徒,男,最后一段，老泪纵横
楂阁下,保密,纯粹、感动
黑山老妖聂小倩OL,保密,很遗憾我们的城市没有上，不过有幸B站看了好几遍，个人感觉这部电影最出彩的除了曾院之外就属王燕飞的法海了，无论从扮相还是动作设计他的法海都是排在前列的，他站在那里就像一个降妖除魔的大武僧，确实比剧版里的那个只会用金钵盂收人的白胡子老头看着更像是印象里那个不近人情的法海，当然赵文卓的“大威天龙”不算，那个需要先看一遍李碧华的原著小说才能理解的法海，
云开明月月高悬,保密,好看
81611428144_bili,保密,太好看了
得之心而驭之久也,保密,这部剧的每一个片段的背景纯音都让我想起了 老金
5184673,保密,唱的部分让我很尴尬难受，，不知道为啥，换成念的是不是会好点，审美超级在线，一直截图[给心心][给心心]
copy_pink,保密,从待你归来宣传曲来的好好听啊迷上了
桃沢治子,保密,好看爱看
RWBY丶飞羽,保密,建议关弹幕观看，弹幕小学生是真下头，怪许仙的，怪法海的，就是没有怪白娘子的，因为人家是女的嘛，我跟你们说说它们怪的观点，首先怪许仙是因为什么呢，就是因为许仙知道白娘子是妖之后，出于对妖的恐惧，法海的强留，事后人家许仙想通了，对妖再次立誓不离不弃，唉，这就成渣男了，嘴炮了，我寻思这要是渣男，现代估计七八成人得送火刑架吧，再就是法海，水漫金山居然能怪到法海头上我是没想到的，我寻思你们斗法非得弄得那么浩大自己控制不了才行？水淹金山从本质上就是白娘子没把别的普通人放在眼里，为了许仙管他人死活，在这些人眼里那就是爱情太伟大了，要是被淹的是它们，我估计早就问候某妖18代了，还有说许仙耽误白娘子成仙的，我就无语了，我寻思不是白娘子先来沾惹许仙的？人家许仙要是娶个普通人哪来那么多难，又是被吓死又是被喷渣男，最后还得用一声在塔外守着白娘子，现代人的三观真让人不敢苟同
想取名叫阿让,保密,建议关闭弹幕食用[打call]真的是很棒的电影哦[给心心]
无棱影子,保密,看哭了，很美
我草莓发卡呢,保密,太好看了。看哭了，太美了
江澨,保密,真的没想到，居然那么美，太好看了
_天地无穷极_,保密,制作可以说很用心了。在电影院一刷，想起来又来B站刷一遍，双倍满足!
小羽wyc,保密,都在叫人家创新 创新  中国多少老东西就是因为创新。然后搞得洋不洋中不中的四不像了。中国老祖宗欣赏了几千年都没问题 ，到你这来了 就欣赏一次就感觉要落伍了一样。
秋月0孝三,保密,好看
楽幽鎏,男,这才是有我想象中中国神话的样子，那些古偶剧真的提鞋都不配
德丽傻啊,保密,我大学那会我们要将作品。我就写了一个关于白蛇传的看法。我一直觉得，一个人都轮回转世那么多次了，性格记忆完全不同，许仙根本就不是当年救白蛇的人。只是白蛇报恩无门，执念放不下，把对书童的爱，转移到许仙身上了。而在许仙的视角里，就是偶遇了一个疯狂恋爱脑，然后也长的很漂亮见色起意
每天都有在学习丫,女,非常优质的中国戏曲电影，表白啦[脱单doge]
花紫凝,女,没会员看不了。。。
龏窵儞鬕?,保密,雪没看明白，白蛇应该就两个选择也只有两个选择，要么入世失去法力，要么不入世继续修行，其他的影响只对许仙作用，许仙不在意，白蛇带法力入世就像在古代有核弹一样，一个不在意的举动就会影响世界平衡，盗仙草就体现出来了。。。
okaaaaaaaa_,保密,五一带朋友游玩广州，经过荔枝湾的粤剧舞台，看到乐队和演员都是六七十岁的老人家了。虽然正值公众假期围观的人不少，但是外围驻足多是路过凑热闹的游人，匆匆拍了下照就就会离开，真正认真看的也只有头发花白的老人。当时就在想再过十几二十年，当这些观众或者演员都听不动 演不动的时候，粤剧会不会更加衰落了。而自己虽然是广州人却从来没有好好了解过粤剧。所以过来看啦~ 先迈出第一步，再慢慢了解，争取之后还可以给别人介绍我们的国粹。[打call]
